year,rank,city,med_park_size_data,med_park_size_points,park_pct_city_data,park_pct_city_points,pct_near_park_data,pct_near_park_points,spend_per_resident_data,spend_per_resident_points,basketball_data,basketball_points,dogpark_data,dogpark_points,playground_data,playground_points,rec_sr_data,rec_sr_points,restroom_data,restroom_points,splashground_data,splashground_points,amenities_points,total_points,total_pct,city_dup,park_benches,latitude,longitude
2019.0,18.0,Philadelphia,3.0,12.5,13%,35.0,95%,95.0,123,65.0,4.8,77.5,0.4,7.5,1.6,22.5,2.0,100.0,1.6,48.0,5.0,100.0,59.2,,66.7,Philadelphia,,40.0077,-75.1339
2019.0,21.0,New,2.0,7.5,26%,50.0,80%,72.5,177,100.0,1.6,15.0,0.8,25.0,2.5,42.5,0.7,45.0,2.6,78.0,0.3,8.0,35.4,,66.4,New Orleans,,40.6943,-73.9249
2019.0,20.0,Boise,7.3,35.0,9%,22.5,69%,55.0,162,90.0,2.2,27.5,5.7,100.0,3.4,62.5,1.0,63.0,2.9,88.0,0.9,33.0,62.1,,66.1,Boise,,43.6005,-116.2308
2019.0,22.0,Pittsburgh,2.2,10.0,10%,25.0,91%,87.5,117,62.5,4.7,75.0,2.3,100.0,3.8,72.5,1.7,100.0,0.6,15.0,8.7,100.0,77.1,,65.5,Pittsburgh,,40.4397,-79.9763
2019.0,23.0,Aurora,8.0,37.5,11%,25.0,88%,82.5,145,80.0,1.6,15.0,1.1,42.5,2.2,35.0,0.2,10.0,1.7,50.0,1.3,50.0,33.8,,64.7,Aurora,,39.7083,-104.7237
2019.0,24.0,Milwaukee,4.6,22.5,9%,22.5,90%,87.5,124,65.0,5.7,95.0,0.5,12.5,2.8,47.5,0.9,58.0,4.5,100.0,1.2,45.0,59.6,,64.3,Milwaukee,,43.0642,-87.9675
2019.0,25.0,Lincoln,6.4,30.0,7%,17.5,91%,87.5,101,52.5,8.8,100.0,1.4,60.0,4.6,90.0,0.6,38.0,4.0,100.0,0.7,25.0,68.8,,64.1,Lincoln,,40.8099,-96.6784
2019.0,26.0,Henderson,8.0,40.0,13%,35.0,52%,30.0,136,75.0,3.7,57.5,5.0,100.0,2.9,52.5,0.5,33.0,5.0,100.0,5.7,100.0,73.8,,63.4,Henderson,,36.0133,-115.0381
2019.0,27.0,Sacramento,5.4,25.0,7%,15.0,82%,75.0,125,67.5,3.2,47.5,2.4,100.0,4.1,80.0,0.7,43.0,1.5,43.0,5.2,100.0,68.8,,62.8,Sacramento,,38.5677,-121.4685
2019.0,30.0,Raleigh,4.4,20.0,11%,27.5,57%,37.5,194,100.0,5.2,85.0,1.1,42.5,2.2,35.0,1.6,100.0,2.1,63.0,0.9,30.0,59.2,,61.0,Raleigh,,35.8324,-78.6429
2019.0,28.0,Denver,6.7,32.5,8%,20.0,90%,87.5,115,60.0,1.4,12.5,1.8,82.5,3.5,65.0,0.8,50.0,0.8,23.0,0.8,30.0,43.8,,60.9,Denver,,39.762,-104.8758
2019.0,29.0,Virginia,3.9,17.5,16%,40.0,64%,47.5,188,100.0,3.3,47.5,0.6,20.0,4.1,77.5,0.3,18.0,2.1,65.0,0.2,5.0,38.8,,60.9,Virginia Beach,,36.7335,-76.0435
2019.0,33.0,Fremont,6.4,30.0,49%,50.0,68%,55.0,112,57.5,2.1,25.0,2.6,100.0,2.0,30.0,0.5,30.0,2.3,70.0,0.4,15.0,45.0,,59.4,Fremont,,37.5265,-121.9843
2019.0,32.0,Kansas,11.7,50.0,9%,22.5,69%,55.0,127,67.5,2.7,35.0,0.8,27.5,2.5,42.5,0.4,23.0,0.8,23.0,3.0,100.0,41.7,,59.2,Kansas City,,39.1238,-94.5541
2019.0,31.0,San,4.0,17.5,14%,35.0,78%,70.0,124,67.5,2.2,27.5,1.1,40.0,3.0,55.0,1.0,60.0,0.7,20.0,1.8,70.0,45.4,,58.9,San Jose,,37.7558,-122.4449
2019.0,34.0,Albuquerque,4.3,20.0,23%,50.0,87%,82.5,65,27.5,2.2,25.0,2.4,100.0,3.2,57.5,1.0,68.0,1.2,38.0,0.7,25.0,52.1,,58.0,Albuquerque,,35.1054,-106.6465
2019.0,38.0,Cleveland,3.9,17.5,7%,15.0,82%,75.0,111,57.5,6.0,100.0,0.8,27.5,3.6,67.5,1.2,75.0,1.1,30.0,10.5,100.0,66.7,,57.9,Cleveland,,41.4764,-81.6805
2019.0,35.0,Omaha,7.4,35.0,13%,32.5,80%,72.5,81,37.5,5.2,85.0,0.4,7.5,4.3,85.0,0.7,40.0,1.2,38.0,1.6,60.0,52.5,,57.5,Omaha,,41.2627,-96.0529
2019.0,36.0,Las,1.1,5.0,19%,50.0,74%,62.5,99,50.0,1.3,10.0,3.9,100.0,3.9,75.0,0.7,45.0,1.2,35.0,4.1,100.0,60.8,,57.1,Las Vegas,,36.2333,-115.2654
2019.0,37.0,Anchorage,4.7,22.5,84%,50.0,75%,65.0,99,50.0,1.7,17.5,2.3,100.0,2.9,52.5,0.3,18.0,1.5,45.0,0.0,0.0,38.8,,56.6,Anchorage,,61.1508,-149.1091
2019.0,39.0,Des,11.2,50.0,12%,32.5,69%,55.0,76,35.0,2.7,37.5,1.3,55.0,2.6,45.0,0.2,8.0,2.0,60.0,6.6,100.0,50.8,,55.8,Des Moines,,41.5725,-93.6105
2019.0,40.0,Oakland,2.1,10.0,12%,30.0,87%,82.5,103,52.5,2.6,35.0,3.8,100.0,1.7,25.0,1.1,73.0,1.3,40.0,0.0,0.0,45.4,,55.1,Oakland,,37.7904,-122.2166
2019.0,41.0,Scottsdale,13.5,50.0,27%,50.0,40%,12.5,111,57.5,1.4,12.5,1.2,50.0,1.5,20.0,0.7,45.0,3.0,93.0,1.2,45.0,44.2,,53.5,Scottsdale,,33.6872,-111.8651
2019.0,41.0,Atlanta,2.9,12.5,6%,15.0,71%,57.5,138,75.0,2.7,35.0,0.8,30.0,2.9,52.5,1.5,95.0,0.4,13.0,2.3,88.0,52.1,,53.0,Atlanta,,33.7628,-84.422
2019.0,43.0,Austin,8.7,42.5,10%,25.0,59%,40.0,119,62.5,2.5,32.5,1.3,57.5,1.5,20.0,0.6,35.0,1.2,35.0,1.8,68.0,41.3,,52.8,Austin,,30.3005,-97.7522
2019.0,44.0,Norfolk,1.6,7.5,5%,12.5,75%,65.0,78,37.5,28.2,100.0,4.8,100.0,6.6,100.0,2.0,100.0,0.6,18.0,2.0,78.0,82.5,,51.3,Norfolk,,36.8945,-76.259
2019.0,45.0,Tampa,4.5,22.5,8%,17.5,62%,45.0,71,32.5,6.0,100.0,4.0,100.0,2.3,40.0,1.8,100.0,2.8,85.0,2.6,100.0,87.5,,51.3,Tampa,,27.9945,-82.4447
2019.0,46.0,Chesapeake,7.2,35.0,26%,50.0,42%,15.0,91,45.0,3.7,55.0,2.0,92.5,4.9,97.5,1.0,63.0,1.1,33.0,0.0,0.0,56.7,,50.4,Chesapeake,,36.6778,-76.3023
2019.0,47.0,Orlando,3.4,15.0,6%,15.0,63%,47.5,121,65.0,5.0,80.0,1.0,40.0,2.0,32.5,1.5,95.0,4.2,100.0,0.0,0.0,57.9,,50.1,Orlando,,28.4773,-81.337
2019.0,48.0,Buffalo,1.1,5.0,8%,17.5,89%,85.0,66,30.0,6.3,100.0,0.8,25.0,2.3,40.0,0.7,43.0,2.3,70.0,4.2,100.0,62.9,,50.1,Buffalo,,42.9018,-78.8487
2019.0,50.0,Honolulu,6.1,30.0,17%,45.0,69%,55.0,63,27.5,3.7,55.0,0.5,10.0,1.5,20.0,1.6,100.0,2.4,73.0,0.0,0.0,42.9,,50.1,Honolulu,,21.3294,-157.846
2019.0,49.0,Colorado,6.3,30.0,9%,22.5,74%,62.5,86,42.5,2.9,40.0,1.7,75.0,2.9,50.0,0.3,15.0,1.4,40.0,0.8,30.0,41.7,,49.8,Colorado Springs,,38.8674,-104.7605
2019.0,51.0,Jersey,0.6,2.5,18%,47.5,93%,90.0,27,2.5,2.5,32.5,2.5,100.0,1.3,15.0,0.9,60.0,0.9,25.0,3.6,100.0,55.4,,49.5,Jersey City,,40.7184,-74.0686
2019.0,52.0,Columbus,7.7,37.5,9%,22.5,59%,40.0,101,50.0,6.9,100.0,0.7,20.0,2.9,50.0,0.7,43.0,1.0,30.0,0.7,25.0,44.6,,48.6,Columbus,,39.9862,-82.9855
2019.0,53.0,Dallas,7.7,37.5,9%,22.5,69%,55.0,110,57.5,2.4,30.0,0.4,5.0,1.7,25.0,0.6,40.0,0.1,3.0,0.8,30.0,22.1,,48.6,Dallas,,32.7935,-96.7667
2019.0,54.0,Miami,2.6,12.5,7%,15.0,86%,80.0,77,35.0,3.1,45.0,0.9,32.5,1.3,15.0,1.6,100.0,3.8,100.0,0.0,0.0,48.8,,47.8,Miami,,25.784,-80.2101
2019.0,55.0,Los,4.8,22.5,13%,32.5,61%,45.0,119,62.5,3.5,50.0,0.3,2.5,1.1,10.0,1.1,70.0,0.8,20.0,0.4,13.0,27.5,,47.5,Los Angeles,,34.1141,-118.4068
2019.0,56.0,Phoenix,14.6,50.0,15%,40.0,49%,27.5,87,42.5,0.9,2.5,0.7,25.0,1.6,22.5,0.4,23.0,2.5,75.0,0.6,23.0,28.3,,47.1,Phoenix,,33.5722,-112.0892
2019.0,59.0,Anaheim,8.3,40.0,8%,20.0,66%,52.5,99,50.0,1.4,10.0,0.6,15.0,1.6,22.5,0.2,10.0,1.8,55.0,0.6,20.0,22.1,,46.1,Anaheim,,33.839,-117.8574
2019.0,60.0,North,7.1,35.0,26%,50.0,63%,47.5,53,20.0,1.9,22.5,0.8,27.5,2.3,37.5,0.2,8.0,1.0,28.0,1.6,63.0,30.8,,45.8,North Las Vegas,,36.2883,-115.0888
2019.0,57.0,Nashville,16.7,50.0,11%,27.5,42%,15.0,98,50.0,3.8,57.5,1.2,47.5,2.1,35.0,0.8,50.0,0.8,23.0,0.4,15.0,37.9,,45.1,Nashville,,36.1715,-86.7842
2019.0,57.0,Tulsa,9.8,47.5,8%,20.0,59%,40.0,75,35.0,1.8,17.5,0.5,10.0,2.4,40.0,0.3,15.0,1.3,40.0,8.2,100.0,37.1,,44.9,Tulsa,,36.1283,-95.9042
2019.0,62.0,Riverside,10.5,50.0,6%,15.0,51%,30.0,76,35.0,3.0,42.5,0.6,17.5,1.5,20.0,1.1,73.0,2.4,70.0,1.9,70.0,48.8,,44.7,Riverside,,33.9381,-117.3949
2019.0,63.0,Reno,5.0,25.0,5%,12.5,75%,65.0,51,20.0,3.7,55.0,1.2,47.5,2.8,50.0,0.3,18.0,2.2,65.0,2.7,100.0,55.8,,44.6,Reno,,39.5497,-119.8483
2019.0,64.0,Bakersfield,9.1,45.0,6%,12.5,46%,22.5,81,37.5,2.1,25.0,2.1,97.5,3.0,55.0,0.3,13.0,2.2,68.0,3.4,100.0,59.6,,44.3,Bakersfield,,35.3529,-119.0359
2019.0,66.0,Lexington,11.1,50.0,2%,5.0,53%,32.5,81,37.5,3.3,47.5,1.9,85.0,1.9,27.5,0.5,30.0,2.4,73.0,1.2,48.0,51.7,,44.2,Lexington,,38.0423,-84.4587
2019.0,64.0,Greensboro,5.0,25.0,10%,25.0,63%,47.5,66,30.0,1.6,15.0,1.0,40.0,3.6,67.5,0.8,53.0,2.7,83.0,1.0,38.0,49.2,,44.2,Greensboro,,36.0956,-79.8271
2019.0,61.0,Baltimore,0.8,2.5,10%,22.5,87%,82.5,69,30.0,1.6,15.0,0.5,10.0,3.3,60.0,1.4,93.0,0.6,15.0,1.0,35.0,37.9,,43.9,Baltimore,,39.3051,-76.6144
2019.0,66.0,Corpus,3.3,15.0,9%,20.0,75%,65.0,67,30.0,2.6,35.0,0.6,15.0,4.3,82.5,0.8,48.0,2.4,73.0,0.6,20.0,45.4,,43.9,Corpus Christi,,27.7254,-97.3767
2019.0,68.0,Arlington,12.6,50.0,8%,17.5,57%,37.5,92,45.0,1.7,17.5,0.5,12.5,1.5,20.0,0.3,18.0,1.2,35.0,1.3,48.0,25.0,,43.8,"Arlington, Texas",,32.6998,-97.125
2019.0,69.0,Chandler,8.4,40.0,4%,7.5,62%,45.0,77,35.0,3.1,45.0,1.5,62.5,2.2,37.5,0.5,30.0,1.8,55.0,1.1,40.0,45.0,,43.1,Chandler,,33.2825,-111.8514
2019.0,70.0,Glendale,4.8,22.5,6%,12.5,75%,65.0,36,10.0,4.9,77.5,1.2,50.0,3.9,75.0,0.6,40.0,1.7,50.0,1.6,63.0,59.2,,42.3,Glendale,,33.5791,-112.2311
2019.0,71.0,El,3.9,17.5,19%,50.0,56%,37.5,43,15.0,4.4,70.0,0.7,22.5,4.1,77.5,0.8,53.0,0.6,18.0,1.3,48.0,47.9,,42.0,El Paso,,31.8476,-106.43
2019.0,73.0,Durham,8.3,40.0,4%,7.5,51%,30.0,66,27.5,4.2,65.0,1.5,65.0,2.1,32.5,0.7,45.0,3.1,95.0,1.5,55.0,59.6,,41.1,Durham,,35.9792,-78.9022
2019.0,72.0,San,11.7,50.0,10%,25.0,42%,15.0,90,45.0,1.7,15.0,0.9,32.5,1.7,25.0,0.8,50.0,1.5,45.0,0.3,10.0,29.6,,41.1,San Antonio,,37.7558,-122.4449
2019.0,74.0,Chula,6.9,32.5,7%,15.0,67%,52.5,43,15.0,2.0,22.5,1.8,82.5,3.6,67.5,0.7,40.0,1.5,45.0,0.7,28.0,47.5,,40.6,Chula Vista,,32.6281,-117.0144
2019.0,74.0,Newark,0.9,2.5,6%,12.5,93%,90.0,48,17.5,2.6,35.0,0.0,0.0,0.9,7.5,0.8,53.0,1.0,30.0,3.5,100.0,37.5,,40.0,Newark,,40.7245,-74.1725
2019.0,76.0,Toledo,5.5,27.5,6%,15.0,81%,72.5,41,12.5,2.7,37.5,0.7,22.5,3.8,72.5,0.4,25.0,0.6,18.0,0.4,13.0,31.3,,39.7,Toledo,,41.6638,-83.5827
2019.0,77.0,Wichita,11.3,50.0,5%,10.0,53%,32.5,57,22.5,1.0,2.5,0.7,25.0,2.1,35.0,0.4,28.0,3.9,100.0,1.5,58.0,41.3,,39.1,Wichita,,37.6895,-97.3443
2019.0,78.0,Jacksonville,5.8,27.5,15%,37.5,35%,5.0,57,22.5,2.4,30.0,0.6,12.5,3.6,67.5,1.3,88.0,6.1,100.0,2.1,80.0,62.9,,38.9,Jacksonville,,30.3322,-81.6749
2019.0,81.0,Tucson,5.5,27.5,3%,5.0,63%,47.5,57,22.5,5.0,80.0,1.5,65.0,2.7,47.5,0.8,50.0,1.8,55.0,0.6,20.0,52.9,,38.9,Tucson,,32.1541,-110.8787
2019.0,79.0,Garland,9.6,47.5,7%,15.0,62%,45.0,62,27.5,2.2,27.5,0.0,0.0,1.4,17.5,0.7,40.0,1.2,35.0,0.0,0.0,20.0,,38.8,Garland,,32.91,-96.6304
2019.0,80.0,Louisville,7.5,37.5,8%,20.0,38%,10.0,61,25.0,2.7,37.5,1.1,45.0,2.8,47.5,0.6,35.0,3.6,100.0,5.4,100.0,60.8,,38.3,Louisville,,38.1663,-85.6485
2019.0,83.0,Detroit,2.4,10.0,7%,15.0,80%,72.5,54,20.0,2.6,35.0,0.9,32.5,3.0,55.0,0.5,30.0,0.5,13.0,0.9,33.0,32.9,,37.6,Detroit,,42.3834,-83.1024
2019.0,84.0,Stockton,6.0,30.0,3%,5.0,74%,62.5,23,2.5,3.5,50.0,1.0,35.0,2.3,37.5,0.4,23.0,2.7,83.0,1.6,60.0,47.9,,37.0,Stockton,,37.9765,-121.3109
2019.0,85.0,Santa,6.0,30.0,4%,10.0,75%,65.0,47,17.5,2.1,25.0,0.0,0.0,1.2,12.5,0.9,60.0,1.5,45.0,0.0,0.0,23.8,,36.6,Santa Ana,,33.7367,-117.8819
2019.0,82.0,Houston,4.7,22.5,11%,27.5,58%,40.0,57,22.5,2.2,27.5,0.7,20.0,1.8,25.0,0.6,40.0,0.7,20.0,1.1,40.0,28.8,,35.3,Houston,,29.786,-95.3885
2019.0,86.0,Winston-Salem,9.2,45.0,5%,10.0,36%,7.5,62,25.0,1.2,7.5,0.8,27.5,1.8,27.5,1.4,90.0,2.1,63.0,2.8,100.0,52.5,,35.0,Winston-Salem,,36.1029,-80.261
2019.0,88.0,Memphis,10.0,50.0,5%,10.0,45%,20.0,66,30.0,2.9,40.0,0.6,17.5,1.8,27.5,0.9,60.0,0.1,3.0,0.3,10.0,26.3,,34.1,Memphis,,35.1087,-89.9663
2019.0,87.0,Irving,3.2,15.0,5%,12.5,62%,45.0,68,30.0,1.1,7.5,1.2,50.0,3.1,55.0,0.8,53.0,0.2,5.0,0.8,30.0,33.3,,34.0,Irving,,32.8583,-96.9702
2019.0,88.0,Fort,7.7,37.5,6%,12.5,60%,42.5,67,30.0,1.5,15.0,0.3,2.5,2.3,37.5,0.3,18.0,0.2,3.0,0.1,3.0,12.9,,33.9,Fort Worth,,32.7817,-97.3474
2019.0,90.0,Lubbock,9.7,47.5,3%,5.0,55%,35.0,39,12.5,4.8,77.5,0.8,25.0,2.2,35.0,0.4,23.0,1.3,38.0,0.0,0.0,32.9,,33.2,Lubbock,,33.5657,-101.8879
2019.0,91.0,Baton,4.2,20.0,3%,5.0,53%,32.5,49,17.5,8.1,100.0,0.9,30.0,2.7,45.0,2.9,100.0,1.2,38.0,0.9,30.0,57.1,,33.0,Baton Rouge,,30.442,-91.1311
2019.0,92.0,Hialeah,4.4,20.0,2%,2.5,68%,55.0,31,7.5,3.0,42.5,0.0,0.0,0.7,2.5,1.5,100.0,1.0,28.0,1.7,65.0,39.6,,31.1,Hialeah,,25.8696,-80.3045
2019.0,93.0,Fresno,2.2,10.0,3%,5.0,67%,52.5,37,10.0,4.5,72.5,1.3,55.0,2.6,45.0,0.6,38.0,0.9,25.0,0.9,35.0,45.0,,30.6,Fresno,,36.783,-119.7939
2019.0,94.0,Laredo,4.1,20.0,2%,2.5,54%,32.5,65,27.5,9.5,100.0,0.4,5.0,2.1,35.0,1.0,63.0,0.9,25.0,0.0,0.0,37.9,,30.1,Laredo,,27.5625,-99.4874
2019.0,96.0,Mesa,2.8,12.5,3%,7.5,65%,50.0,68,30.0,2.8,37.5,0.4,5.0,1.3,15.0,0.2,13.0,0.6,18.0,0.6,20.0,17.9,,29.5,Mesa,,33.4015,-111.7178
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2019.0,97.0,Oklahoma,5.0,22.5,4%,7.5,38%,10.0,70,32.5,1.9,20.0,0.4,5.0,2.5,42.5,0.8,48.0,1.2,38.0,2.9,100.0,42.1,,28.6,Oklahoma City,,35.4676,-97.5136
2018.0,1.0,Minneapolis,5.7,11.0,15%,16.0,97%,39.0,249,40.0,3.4,22.0,1.7,35.0,4.0,33.0,2.4,40.0,6.8,40.0,0.2,2.0,29.0,135.0,84.2,Minneapolis,,44.9635,-93.2678
2018.0,2.0,St.,3.2,6.0,15%,16.0,96%,38.0,218,40.0,7.8,40.0,1.3,26.0,3.7,30.0,1.7,40.0,10.5,40.0,1.0,15.0,32.0,132.0,82.4,St. Paul,,38.6359,-90.2451
2018.0,3.0,Washington,1.4,2.0,22%,20.0,98%,39.0,257,40.0,5.4,38.0,1.8,37.0,1.7,10.0,2.3,40.0,2.1,15.0,3.7,40.0,30.0,131.0,81.9,"Washington, D.C.",,38.9047,-77.0163
2018.0,4.0,Arlington,2.4,4.0,11%,11.0,98%,40.0,240,40.0,5.7,40.0,3.5,40.0,4.3,36.0,1.4,36.0,3.1,25.0,2.2,36.0,36.0,131.0,81.6,"Arlington, Virginia",,32.6998,-97.125
2018.0,5.0,San,1.3,2.0,20%,20.0,100%,40.0,279,40.0,5.4,39.0,3.7,40.0,2.6,19.0,0.8,20.0,1.7,12.0,1.4,22.0,25.0,127.0,79.6,San Francisco,,37.7558,-122.4449
2018.0,6.0,Portland,4.9,9.0,18%,19.0,86%,33.0,251,40.0,5.4,38.0,5.2,40.0,2.1,14.0,0.6,15.0,2.0,14.0,1.6,25.0,24.0,125.0,78.3,Portland,,45.5371,-122.65
2018.0,7.0,Cincinnati,4.4,8.0,14%,15.0,71%,25.0,201,40.0,8.9,40.0,1.3,25.0,5.0,40.0,1.5,38.0,6.2,40.0,4.5,40.0,37.0,125.0,78.2,Cincinnati,,39.1413,-84.506
2018.0,8.0,Chicago,2.2,4.0,10%,10.0,98%,40.0,172,39.0,4.6,32.0,0.9,15.0,3.5,28.0,1.8,40.0,2.4,18.0,8.6,40.0,29.0,122.0,76.1,Chicago,,41.8375,-87.6866
2018.0,9.0,New,1.1,1.0,21%,20.0,97%,39.0,198,40.0,3.6,23.0,1.6,33.0,2.2,16.0,0.1,2.0,0.8,4.0,9.0,40.0,20.0,120.0,74.8,New York,,40.6943,-73.9249
2018.0,10.0,Irvine,6.6,13.0,26%,20.0,75%,27.0,255,40.0,2.8,17.0,0.4,3.0,2.7,20.0,1.5,38.0,2.9,22.0,0.4,5.0,18.0,118.0,73.4,Irvine,,33.6772,-117.7738
2018.0,11.0,Seattle,2.4,4.0,12%,13.0,94%,37.0,276,40.0,3.3,21.0,2.0,40.0,2.2,15.0,0.8,19.0,2.8,21.0,1.3,21.0,23.0,117.0,73.0,Seattle,,47.6211,-122.3244
2018.0,12.0,Madison,4.7,9.0,14%,14.0,90%,35.0,126,27.0,10.6,40.0,4.0,40.0,7.0,40.0,0.1,1.0,3.2,25.0,1.2,19.0,28.0,113.0,70.3,Madison,,43.0822,-89.393
2018.0,13.0,Boston,1.4,2.0,17%,19.0,99%,40.0,118,25.0,3.3,21.0,1.2,23.0,4.0,33.0,0.9,24.0,1.3,8.0,9.2,40.0,25.0,111.0,69.3,Boston,,42.3188,-71.0852
2018.0,14.0,St.,2.3,4.0,10%,10.0,88%,34.0,265,40.0,2.7,16.0,1.6,33.0,2.6,19.0,0.6,15.0,2.8,22.0,1.9,31.0,23.0,111.0,69.2,St. Louis,,38.6359,-90.2451
2018.0,15.0,St.,3.5,6.0,16%,17.0,74%,26.0,137,30.0,4.1,28.0,2.3,40.0,3.3,26.0,1.2,31.0,4.8,40.0,0.4,5.0,28.0,107.0,67.1,St. Petersburg,,38.6359,-90.2451
2018.0,16.0,San,6.8,13.0,23%,20.0,77%,28.0,141,31.0,2.8,16.0,1.1,22.0,2.1,15.0,1.0,24.0,1.9,13.0,0.1,1.0,15.0,107.0,67.0,San Diego,,37.7558,-122.4449
2018.0,17.0,Milwaukee,4.6,9.0,10%,11.0,89%,34.0,131,28.0,5.7,40.0,0.5,6.0,2.7,20.0,0.9,23.0,5.6,40.0,1.2,19.0,25.0,107.0,66.7,Milwaukee,,43.0642,-87.9675
2018.0,18.0,Plano,13.5,20.0,9%,10.0,75%,26.0,197,40.0,3.0,18.0,0.3,2.0,2.4,18.0,0.3,8.0,1.4,8.0,0.3,4.0,10.0,106.0,66.0,Plano,,33.0502,-96.7486
2018.0,19.0,Henderson,8.0,16.0,13%,14.0,49%,12.0,144,32.0,3.9,25.0,5.2,40.0,3.0,23.0,0.6,13.0,5.1,40.0,5.9,40.0,30.0,104.0,65.1,Henderson,,36.0133,-115.0381
2018.0,20.0,Aurora,8.0,16.0,11%,11.0,86%,33.0,143,31.0,1.4,5.0,0.8,14.0,2.2,15.0,0.2,5.0,2.3,17.0,1.1,17.0,12.0,103.0,64.5,Aurora,,39.7083,-104.7237
2018.0,21.0,Long,3.2,6.0,10%,10.0,81%,30.0,208,40.0,1.6,6.0,2.1,40.0,1.4,7.0,1.1,28.0,2.5,18.0,0.0,0.0,17.0,103.0,64.1,Long Beach,,33.7977,-118.167
2018.0,22.0,Sacramento,5.4,10.0,8%,8.0,78%,29.0,130,28.0,2.6,15.0,2.2,40.0,4.1,34.0,1.0,24.0,1.7,11.0,4.0,40.0,27.0,102.0,64.0,Sacramento,,38.5677,-121.4685
2018.0,23.0,Pittsburgh,2.2,4.0,10%,11.0,84%,32.0,100,20.0,3.6,24.0,2.3,40.0,3.8,31.0,1.7,40.0,4.3,35.0,8.4,40.0,35.0,102.0,63.8,Pittsburgh,,40.4397,-79.9763
2018.0,24.0,Lincoln,7.0,14.0,7%,7.0,85%,33.0,96,19.0,8.7,40.0,1.4,28.0,4.6,39.0,0.6,15.0,4.6,38.0,0.7,10.0,28.0,101.0,63.3,Lincoln,,40.8099,-96.6784
2018.0,24.0,New,2.0,3.0,26%,20.0,77%,28.0,162,36.0,1.7,7.0,0.8,13.0,2.6,19.0,0.7,18.0,3.2,26.0,0.3,3.0,14.0,101.0,63.3,New Orleans,,40.6943,-73.9249
2018.0,26.0,Denver,6.7,13.0,8%,8.0,86%,33.0,121,26.0,1.5,6.0,1.4,29.0,3.6,29.0,0.8,19.0,2.4,18.0,0.9,13.0,19.0,99.0,61.9,Denver,,39.762,-104.8758
2018.0,27.0,San,4.0,7.0,14%,15.0,77%,28.0,142,31.0,2.0,10.0,1.0,17.0,2.7,21.0,1.0,24.0,0.7,3.0,1.8,30.0,18.0,99.0,61.6,San Jose,,37.7558,-122.4449
2018.0,28.0,Virginia,3.9,7.0,16%,17.0,61%,19.0,188,40.0,3.3,21.0,0.6,10.0,4.1,34.0,0.3,7.0,2.4,18.0,0.2,2.0,15.0,98.0,61.5,Virginia Beach,,36.7335,-76.0435
2018.0,29.0,Boise,7.3,14.0,9%,9.0,60%,18.0,144,32.0,2.0,10.0,6.7,40.0,3.4,27.0,1.0,25.0,3.5,28.0,0.9,14.0,24.0,97.0,60.6,Boise,,43.6005,-116.2308
2018.0,30.0,Philadelphia,3.3,6.0,13%,14.0,93%,37.0,84,16.0,4.8,33.0,0.4,5.0,1.6,9.0,2.1,40.0,1.7,11.0,5.0,40.0,23.0,96.0,60.0,Philadelphia,,40.0077,-75.1339
2018.0,31.0,Kansas,11.7,20.0,9%,9.0,65%,21.0,126,27.0,2.7,16.0,0.8,14.0,2.4,17.0,0.4,10.0,1.5,10.0,3.1,40.0,18.0,95.0,59.3,Kansas City,,39.1238,-94.5541
2018.0,32.0,Fremont,6.4,12.0,37%,20.0,61%,19.0,123,26.0,2.1,10.0,2.6,40.0,1.9,13.0,0.5,13.0,3.8,30.0,0.0,0.0,18.0,95.0,59.2,Fremont,,37.5265,-121.9843
2018.0,33.0,Omaha,7.4,14.0,12%,12.0,78%,28.0,79,15.0,5.2,37.0,0.4,5.0,4.3,36.0,0.7,16.0,3.8,31.0,1.6,25.0,25.0,94.0,58.8,Omaha,,41.2627,-96.0529
2018.0,34.0,Raleigh,4.4,8.0,11%,11.0,54%,15.0,202,40.0,5.3,38.0,0.7,10.0,2.1,14.0,1.6,40.0,2.3,17.0,0.0,0.0,20.0,94.0,58.6,Raleigh,,35.8324,-78.6429
2018.0,34.0,Las,2.5,4.0,19%,20.0,64%,21.0,118,25.0,1.3,4.0,4.0,40.0,3.9,32.0,0.8,19.0,1.3,8.0,3.7,40.0,24.0,94.0,58.6,Las Vegas,,36.2333,-115.2654
2018.0,36.0,Anchorage,4.7,9.0,84%,20.0,71%,24.0,98,20.0,2.6,15.0,2.3,40.0,2.8,21.0,0.3,6.0,5.6,40.0,0.0,0.0,20.0,93.0,58.3,Anchorage,,61.1508,-149.1091
2018.0,37.0,Cleveland,3.1,6.0,6%,6.0,80%,30.0,105,22.0,6.0,40.0,0.5,7.0,3.7,30.0,1.1,29.0,2.9,23.0,10.4,40.0,28.0,92.0,57.6,Cleveland,,41.4764,-81.6805
2018.0,38.0,Oakland,2.1,4.0,12%,12.0,85%,32.0,108,22.0,2.6,15.0,3.8,40.0,1.8,11.0,1.2,31.0,3.5,28.0,0.5,6.0,22.0,92.0,57.4,Oakland,,37.7904,-122.2166
2018.0,39.0,Tampa,4.5,9.0,8%,7.0,60%,18.0,114,24.0,6.1,40.0,3.5,40.0,2.2,15.0,1.8,40.0,2.8,21.0,2.4,40.0,33.0,91.0,56.7,Tampa,,27.9945,-82.4447
